wave,inten,std
5574.844,4.582,0.152
5579.222,4.516,0.154
5583.601,4.197,0.148
5587.979,4.083,0.146
5592.357,4.266,0.146
5596.735,4.247,0.146
5601.114,4.370,0.147
5605.492,3.966,0.142
5609.870,4.003,0.143
5614.248,4.204,0.146
5618.626,4.327,0.146
5623.004,4.469,0.147
5627.382,4.167,0.144
5631.760,3.277,0.134
5636.138,3.723,0.139
5640.516,3.331,0.135
5644.894,3.779,0.140
5649.272,3.311,0.135
5653.650,3.440,0.137
5658.028,3.755,0.138
5662.406,3.530,0.138
5666.784,3.210,0.135
5671.162,4.041,0.145
5675.540,3.442,0.139
5679.918,3.277,0.138
5684.295,3.653,0.143
5688.673,3.838,0.149
5693.051,3.823,0.148
5697.429,3.978,0.148
5701.807,3.655,0.141
5706.185,3.293,0.136
5710.562,3.552,0.139
5714.940,3.739,0.141
5719.318,3.971,0.142
5723.696,4.030,0.143
5728.073,4.177,0.144
5732.451,4.076,0.142
5736.829,4.159,0.143
5741.206,4.014,0.142
5745.584,3.798,0.139
5749.962,3.957,0.141
5754.340,3.419,0.135
5758.717,4.395,0.146
5763.095,3.472,0.136
5767.473,3.736,0.141
5771.850,3.952,0.145
5776.228,4.086,0.145
5780.606,4.204,0.146
5784.983,3.882,0.142
5789.361,3.671,0.140
5793.739,3.442,0.139
5798.116,4.145,0.145
5802.494,4.144,0.144
5806.872,3.281,0.134
5811.249,3.581,0.138
5815.627,3.342,0.136
5820.005,3.525,0.137
5824.382,4.101,0.145
5828.760,4.147,0.146
5833.138,3.949,0.143
5837.515,3.916,0.144
5841.893,4.016,0.144
5846.271,3.859,0.143
5850.649,4.256,0.148
5855.026,3.897,0.142
5859.404,4.317,0.148
5863.782,3.985,0.146
5868.159,3.994,0.145
5872.537,3.978,0.145
5876.915,4.160,0.147
5881.293,4.234,0.147
5885.670,4.087,0.145
5890.048,4.255,0.146
5894.426,4.344,0.147
5898.804,4.196,0.144
5903.182,3.825,0.142
5907.559,3.947,0.144
5911.937,3.674,0.140
5916.315,2.943,0.131
5920.693,3.603,0.139
5925.071,3.633,0.141
5929.449,4.015,0.144
5933.827,3.854,0.143
5938.204,3.821,0.142
5942.582,3.883,0.142
5946.960,3.937,0.143
5951.338,4.080,0.144
5955.716,4.271,0.147
5960.094,4.009,0.142
5964.472,3.929,0.141
5968.850,3.571,0.137
5973.228,4.326,0.145
5977.606,3.905,0.141
5981.985,3.786,0.139
5986.363,4.100,0.143
5990.741,3.864,0.140
5995.119,4.171,0.143
